2024-04-10T17:42:04.412192+00:00;P6;110
2024-04-10T17:45:02.205286+00:00;P1;361
2024-04-10T17:45:02.730089+00:00;P2;614
2024-04-10T17:45:03.805607+00:00;P3;262
2024-04-10T17:45:04.526010+00:00;P4;136
2024-04-10T17:45:05.390289+00:00;P5;540
2024-04-10T17:45:06.251986+00:00;P6;109
2024-04-10T17:48:01.818712+00:00;P1;362
2024-04-10T17:48:02.399483+00:00;P2;612
2024-04-10T17:48:03.097678+00:00;P3;263
2024-04-10T17:48:03.519572+00:00;P4;136
2024-04-10T17:48:04.098326+00:00;P5;540
2024-04-10T17:48:04.754751+00:00;P6;109
2024-04-10T17:51:02.879829+00:00;P1;360
2024-04-10T17:51:03.435486+00:00;P2;614
2024-04-10T17:51:04.132860+00:00;P3;263
2024-04-10T17:51:04.727294+00:00;P4;136
2024-04-10T17:51:05.043830+00:00;P5;539
2024-04-10T17:51:05.409908+00:00;P6;110
2024-04-10T17:54:02.778061+00:00;P1;360
2024-04-10T17:54:03.206318+00:00;P2;616
2024-04-10T17:54:03.608170+00:00;P3;263
2024-04-10T17:54:04.208471+00:00;P4;135
2024-04-10T17:54:04.642019+00:00;P5;542
2024-04-10T17:54:05.162276+00:00;P6;110
2024-04-10T17:57:01.768388+00:00;P1;360
2024-04-10T17:57:02.274083+00:00;P2;615
2024-04-10T17:57:02.648424+00:00;P3;263
2024-04-10T17:57:03.066916+00:00;P4;134
2024-04-10T17:57:03.512031+00:00;P5;543
2024-04-10T17:57:03.899868+00:00;P6;110
2024-04-10T18:00:02.795277+00:00;P1;362
2024-04-10T18:00:03.374077+00:00;P2;616
2024-04-10T18:00:03.872131+00:00;P3;263
2024-04-10T18:00:04.299455+00:00;P4;134
2024-04-10T18:00:04.757254+00:00;P5;545
2024-04-10T18:00:05.209933+00:00;P6;109
2024-04-10T18:03:02.057964+00:00;P1;361
2024-04-10T18:03:03.073436+00:00;P2;617
2024-04-10T18:03:03.952024+00:00;P3;263
2024-04-10T18:03:04.336400+00:00;P4;133
2024-04-10T18:03:04.710784+00:00;P5;545
2024-04-10T18:03:05.044618+00:00;P6;109
2024-04-10T18:06:03.340998+00:00;P1;363
2024-04-10T18:06:04.106684+00:00;P2;618
2024-04-10T18:06:04.685555+00:00;P3;263
2024-04-10T18:06:05.345586+00:00;P4;134
2024-04-10T18:06:06.037228+00:00;P5;546
2024-04-10T18:06:06.758125+00:00;P6;109
2024-04-10T18:09:02.846956+00:00;P1;363
2024-04-10T18:09:03.686245+00:00;P2;619
2024-04-10T18:09:04.346295+00:00;P3;263
2024-04-10T18:09:05.071013+00:00;P4;134
2024-04-10T18:09:05.651246+00:00;P5;547
2024-04-10T18:09:06.476680+00:00;P6;109
2024-04-10T18:12:02.280016+00:00;P1;366
2024-04-10T18:12:02.752853+00:00;P2;619
2024-04-10T18:12:03.261754+00:00;P3;263
2024-04-10T18:12:03.675975+00:00;P4;135
2024-04-10T18:12:04.433033+00:00;P5;547
2024-04-10T18:12:04.891377+00:00;P6;108
2024-04-10T18:15:03.090025+00:00;P1;367
2024-04-10T18:15:03.614823+00:00;P2;621
2024-04-10T18:15:04.034813+00:00;P3;263
2024-04-10T18:15:04.995245+00:00;P4;136
2024-04-10T18:15:06.198322+00:00;P5;547
2024-04-10T18:15:08.158248+00:00;P6;107
2024-04-10T18:18:01.863271+00:00;P1;367
2024-04-10T18:18:02.278564+00:00;P2;620
2024-04-10T18:18:02.697179+00:00;P3;264
2024-04-10T18:18:03.159010+00:00;P4;136
2024-04-10T18:18:03.539198+00:00;P5;549
2024-04-10T18:18:03.945021+00:00;P6;107
2024-04-10T18:21:02.119161+00:00;P1;366
2024-04-10T18:21:02.883511+00:00;P2;621
2024-04-10T18:21:03.617645+00:00;P3;264
2024-04-10T18:21:04.218948+00:00;P4;136
2024-04-10T18:21:04.749890+00:00;P5;550
2024-04-10T18:21:05.467897+00:00;P6;109
2024-04-10T18:24:02.101075+00:00;P1;366
2024-04-10T18:24:02.589464+00:00;P2;623
2024-04-10T18:24:03.010187+00:00;P3;264
2024-04-10T18:24:03.329659+00:00;P4;136
2024-04-10T18:24:03.663485+00:00;P5;550
2024-04-10T18:24:04.062353+00:00;P6;109
2024-04-10T18:27:01.826685+00:00;P1;369
2024-04-10T18:27:02.385020+00:00;P2;624
2024-04-10T18:27:02.886582+00:00;P3;264
2024-04-10T18:27:03.336015+00:00;P4;136
2024-04-10T18:27:04.111577+00:00;P5;550
2024-04-10T18:27:04.458437+00:00;P6;109
2024-04-10T18:30:02.210128+00:00;P1;370
2024-04-10T18:30:02.699348+00:00;P2;624
2024-04-10T18:30:03.237024+00:00;P3;264
2024-04-10T18:30:03.721091+00:00;P4;137
2024-04-10T18:30:04.360686+00:00;P5;552
2024-04-10T18:30:04.885331+00:00;P6;109
2024-04-10T18:33:02.852086+00:00;P1;371
2024-04-10T18:33:03.656225+00:00;P2;624
2024-04-10T18:33:04.192446+00:00;P3;264
2024-04-10T18:33:04.701708+00:00;P4;137
2024-04-10T18:33:05.000570+00:00;P5;555
2024-04-10T18:33:05.737021+00:00;P6;109
2024-04-10T18:36:02.369131+00:00;P1;370
2024-04-10T18:36:02.959363+00:00;P2;624
2024-04-10T18:36:03.470169+00:00;P3;264
2024-04-10T18:36:03.956816+00:00;P4;134
2024-04-10T18:36:04.326846+00:00;P5;556
2024-04-10T18:36:04.661016+00:00;P6;109
2024-04-10T18:39:02.608515+00:00;P1;370
2024-04-10T18:39:03.428540+00:00;P2;625
2024-04-10T18:39:03.754156+00:00;P3;264
2024-04-10T18:39:04.119582+00:00;P4;134
2024-04-10T18:39:04.462186+00:00;P5;556
2024-04-10T18:39:04.744322+00:00;P6;109
2024-04-10T18:42:02.418346+00:00;P1;370
2024-04-10T18:42:02.854183+00:00;P2;626
2024-04-10T18:42:03.358516+00:00;P3;264
2024-04-10T18:42:03.793035+00:00;P4;131
2024-04-10T18:42:04.351178+00:00;P5;557
2024-04-10T18:42:04.759768+00:00;P6;109
2024-04-10T18:45:02.403228+00:00;P1;369
2024-04-10T18:45:03.158104+00:00;P2;628
2024-04-10T18:45:03.827700+00:00;P3;264
2024-04-10T18:45:04.476783+00:00;P4;129
2024-04-10T18:45:04.829995+00:00;P5;556
2024-04-10T18:45:05.238561+00:00;P6;110
2024-04-10T18:48:02.101545+00:00;P1;369
2024-04-10T18:48:02.521753+00:00;P2;628
2024-04-10T18:48:03.117196+00:00;P3;264
2024-04-10T18:48:03.442877+00:00;P4;128
2024-04-10T18:48:03.734633+00:00;P5;557
2024-04-10T18:48:04.064402+00:00;P6;110
2024-04-10T18:51:01.904509+00:00;P1;370
2024-04-10T18:51:02.442024+00:00;P2;628
2024-04-10T18:51:02.837486+00:00;P3;264
2024-04-10T18:51:03.369094+00:00;P4;128
2024-04-10T18:51:03.675221+00:00;P5;559
2024-04-10T18:51:03.950143+00:00;P6;110
2024-04-10T18:54:02.601954+00:00;P1;372
2024-04-10T18:54:03.011239+00:00;P2;628
2024-04-10T18:54:03.386030+00:00;P3;264
2024-04-10T18:54:03.739459+00:00;P4;127
2024-04-10T18:54:04.105751+00:00;P5;559
2024-04-10T18:54:04.461959+00:00;P6;111
2024-04-10T18:57:02.337068+00:00;P1;372
2024-04-10T18:57:02.731935+00:00;P2;627
2024-04-10T18:57:03.231574+00:00;P3;264
2024-04-10T18:57:03.703851+00:00;P4;127
2024-04-10T18:57:04.024211+00:00;P5;561
2024-04-10T18:57:04.532712+00:00;P6;113
2024-04-10T19:00:02.422961+00:00;P1;371
2024-04-10T19:00:03.147034+00:00;P2;627
2024-04-10T19:00:03.753911+00:00;P3;264
2024-04-10T19:00:04.382913+00:00;P4;126
2024-04-10T19:00:04.776165+00:00;P5;560
2024-04-10T19:00:05.439173+00:00;P6;114
2024-04-10T19:03:02.270782+00:00;P1;372
2024-04-10T19:03:03.315183+00:00;P2;627
2024-04-10T19:03:04.080095+00:00;P3;264
2024-04-10T19:03:04.922852+00:00;P4;127
2024-04-10T19:03:07.046817+00:00;P5;559
2024-04-10T19:03:08.403659+00:00;P6;114
2024-04-10T19:06:02.664165+00:00;P1;374
2024-04-10T19:06:03.419955+00:00;P2;628
2024-04-10T19:06:04.012278+00:00;P3;264
2024-04-10T19:06:04.497797+00:00;P4;131
2024-04-10T19:06:04.896556+00:00;P5;560
2024-04-10T19:06:05.519665+00:00;P6;115
2024-04-10T19:09:02.582421+00:00;P1;374
2024-04-10T19:09:10.104128+00:00;P2;630
2024-04-10T19:09:10.857145+00:00;P3;264
2024-04-10T19:09:11.606840+00:00;P4;134
2024-04-10T19:09:12.433349+00:00;P5;560
2024-04-10T19:09:13.054797+00:00;P6;116
2024-04-10T19:12:01.607635+00:00;P1;371
2024-04-10T19:12:02.004563+00:00;P2;628
2024-04-10T19:12:02.424760+00:00;P3;264
2024-04-10T19:12:02.775577+00:00;P4;135
2024-04-10T19:12:03.158246+00:00;P5;559
2024-04-10T19:12:03.632462+00:00;P6;116
2024-04-10T19:15:02.247663+00:00;P1;371
2024-04-10T19:15:02.931569+00:00;P2;627
2024-04-10T19:15:03.439499+00:00;P3;264
2024-04-10T19:15:04.252926+00:00;P4;135
2024-04-10T19:15:04.670373+00:00;P5;560
2024-04-10T19:15:05.053840+00:00;P6;115
2024-04-10T19:18:02.371833+00:00;P1;371
2024-04-10T19:18:02.770376+00:00;P2;627
2024-04-10T19:18:03.270746+00:00;P3;264
2024-04-10T19:18:03.688500+00:00;P4;136
2024-04-10T19:18:04.263737+00:00;P5;560
2024-04-10T19:18:05.028765+00:00;P6;116
2024-04-10T19:21:02.616492+00:00;P1;372
2024-04-10T19:21:02.964528+00:00;P2;630
2024-04-10T19:21:03.284282+00:00;P3;264
2024-04-10T19:21:03.638049+00:00;P4;141
2024-04-10T19:21:03.946873+00:00;P5;560
2024-04-10T19:21:04.249047+00:00;P6;116
2024-04-10T19:24:01.848943+00:00;P1;373
2024-04-10T19:24:02.286454+00:00;P2;630
2024-04-10T19:24:02.674084+00:00;P3;264
2024-04-10T19:24:03.020146+00:00;P4;142
2024-04-10T19:24:03.324916+00:00;P5;560
2024-04-10T19:24:03.654566+00:00;P6;116
2024-04-10T19:27:02.575261+00:00;P1;374
2024-04-10T19:27:03.060447+00:00;P2;631
2024-04-10T19:27:03.429225+00:00;P3;263
2024-04-10T19:27:03.961913+00:00;P4;142
2024-04-10T19:27:04.559523+00:00;P5;560
2024-04-10T19:27:04.907703+00:00;P6;118
2024-04-10T19:30:02.812779+00:00;P1;375
2024-04-10T19:30:03.461213+00:00;P2;632
2024-04-10T19:30:04.199615+00:00;P3;263
2024-04-10T19:30:05.612672+00:00;P4;142
2024-04-10T19:30:06.888099+00:00;P5;561
2024-04-10T19:30:12.102775+00:00;P6;118
2024-04-10T19:33:01.966103+00:00;P1;374
2024-04-10T19:33:02.660933+00:00;P2;632
2024-04-10T19:33:03.232204+00:00;P3;263
2024-04-10T19:33:03.872947+00:00;P4;143
2024-04-10T19:33:04.324872+00:00;P5;560
2024-04-10T19:33:04.769211+00:00;P6;118
2024-04-10T19:36:02.759757+00:00;P1;375
2024-04-10T19:36:03.389346+00:00;P2;633
2024-04-10T19:36:03.669136+00:00;P3;263
2024-04-10T19:36:04.222178+00:00;P4;143
2024-04-10T19:36:04.529225+00:00;P5;560
2024-04-10T19:36:04.861851+00:00;P6;118
2024-04-10T19:39:02.703384+00:00;P1;375
2024-04-10T19:39:03.210474+00:00;P2;635
2024-04-10T19:39:03.519082+00:00;P3;264
2024-04-10T19:39:03.905560+00:00;P4;144
2024-04-10T19:39:04.269644+00:00;P5;560
2024-04-10T19:39:04.604085+00:00;P6;116
2024-04-10T19:42:02.203054+00:00;P1;376
2024-04-10T19:42:02.659166+00:00;P2;635
2024-04-10T19:42:03.141075+00:00;P3;264
2024-04-10T19:42:03.477764+00:00;P4;148
2024-04-10T19:42:03.955178+00:00;P5;560
2024-04-10T19:42:04.543199+00:00;P6;116
2024-04-10T19:45:02.415778+00:00;P1;376
2024-04-10T19:45:03.246926+00:00;P2;637
2024-04-10T19:45:03.852912+00:00;P3;264
2024-04-10T19:45:04.319979+00:00;P4;149
2024-04-10T19:45:04.685255+00:00;P5;560
2024-04-10T19:45:05.116781+00:00;P6;116
2024-04-10T19:48:01.820807+00:00;P1;376
2024-04-10T19:48:02.302404+00:00;P2;638
2024-04-10T19:48:02.777267+00:00;P3;264
2024-04-10T19:48:03.169042+00:00;P4;151
2024-04-10T19:48:03.791035+00:00;P5;559
2024-04-10T19:48:04.563327+00:00;P6;116
2024-04-10T19:51:02.403350+00:00;P1;377
2024-04-10T19:51:02.833294+00:00;P2;639
2024-04-10T19:51:03.201976+00:00;P3;264
2024-04-10T19:51:03.601381+00:00;P4;151
2024-04-10T19:51:04.090322+00:00;P5;559
2024-04-10T19:51:04.597604+00:00;P6;116
2024-04-10T19:54:02.332174+00:00;P1;378
2024-04-10T19:54:02.754486+00:00;P2;639
2024-04-10T19:54:03.190590+00:00;P3;264
2024-04-10T19:54:03.689162+00:00;P4;152
2024-04-10T19:54:04.110783+00:00;P5;559
2024-04-10T19:54:04.441101+00:00;P6;116
2024-04-10T19:57:02.215115+00:00;P1;381
2024-04-10T19:57:03.072178+00:00;P2;638
2024-04-10T19:57:03.636732+00:00;P3;264
2024-04-10T19:57:04.144195+00:00;P4;153
2024-04-10T19:57:04.568144+00:00;P5;560
2024-04-10T19:57:04.961103+00:00;P6;116
2024-04-10T20:00:02.999989+00:00;P1;382
2024-04-10T20:00:03.533782+00:00;P2;638
2024-04-10T20:00:03.991367+00:00;P3;264
2024-04-10T20:00:04.386377+00:00;P4;153
2024-04-10T20:00:04.787330+00:00;P5;560
2024-04-10T20:00:05.198801+00:00;P6;116
2024-04-10T20:03:02.335590+00:00;P1;382
2024-04-10T20:03:02.706838+00:00;P2;638
2024-04-10T20:03:03.087672+00:00;P3;264
2024-04-10T20:03:03.422735+00:00;P4;155
2024-04-10T20:03:03.735056+00:00;P5;561
2024-04-10T20:03:04.034143+00:00;P6;115
2024-04-10T20:06:01.724721+00:00;P1;383
2024-04-10T20:06:02.320701+00:00;P2;638
2024-04-10T20:06:02.737450+00:00;P3;264
2024-04-10T20:06:03.122254+00:00;P4;155
2024-04-10T20:06:03.485146+00:00;P5;560
2024-04-10T20:06:03.879669+00:00;P6;115
2024-04-10T20:09:02.635889+00:00;P1;383
2024-04-10T20:09:03.082938+00:00;P2;638
2024-04-10T20:09:03.473204+00:00;P3;264
2024-04-10T20:09:03.803102+00:00;P4;155
2024-04-10T20:09:04.108119+00:00;P5;560
2024-04-10T20:09:04.430826+00:00;P6;116
2024-04-10T20:12:02.153576+00:00;P1;385
2024-04-10T20:12:02.510637+00:00;P2;638
2024-04-10T20:12:02.856075+00:00;P3;265
2024-04-10T20:12:03.171948+00:00;P4;155
2024-04-10T20:12:03.505222+00:00;P5;560
2024-04-10T20:12:03.809538+00:00;P6;116
2024-04-10T20:15:02.530708+00:00;P1;383
2024-04-10T20:15:02.968808+00:00;P2;639
2024-04-10T20:15:03.521485+00:00;P3;265
2024-04-10T20:15:04.048994+00:00;P4;157
2024-04-10T20:15:04.648344+00:00;P5;560
2024-04-10T20:15:05.015528+00:00;P6;116
2024-04-10T20:18:01.741288+00:00;P1;383
2024-04-10T20:18:02.179213+00:00;P2;639
2024-04-10T20:18:02.553641+00:00;P3;265
2024-04-10T20:18:02.943752+00:00;P4;157
2024-04-10T20:18:03.333984+00:00;P5;560
2024-04-10T20:18:03.684149+00:00;P6;116
2024-04-10T20:21:01.797955+00:00;P1;385
2024-04-10T20:21:02.189519+00:00;P2;640
2024-04-10T20:21:02.584485+00:00;P3;265
2024-04-10T20:21:02.914669+00:00;P4;157
2024-04-10T20:21:03.275790+00:00;P5;561
2024-04-10T20:21:03.720642+00:00;P6;116
2024-04-10T20:24:02.433280+00:00;P1;387
2024-04-10T20:24:02.902763+00:00;P2;642
2024-04-10T20:24:03.274812+00:00;P3;265
2024-04-10T20:24:03.613360+00:00;P4;157
2024-04-10T20:24:04.095349+00:00;P5;561
2024-04-10T20:24:04.405606+00:00;P6;117
2024-04-10T20:27:02.465274+00:00;P1;388
2024-04-10T20:27:03.012652+00:00;P2;646
2024-04-10T20:27:03.435483+00:00;P3;265
2024-04-10T20:27:03.834921+00:00;P4;157
2024-04-10T20:27:04.278295+00:00;P5;561
2024-04-10T20:27:04.739007+00:00;P6;117
2024-04-10T20:30:02.552094+00:00;P1;388
2024-04-10T20:30:03.122107+00:00;P2;647
2024-04-10T20:30:03.627874+00:00;P3;265
2024-04-10T20:30:04.397181+00:00;P4;157
2024-04-10T20:30:04.794244+00:00;P5;561
2024-04-10T20:30:05.174247+00:00;P6;117
2024-04-10T20:33:01.878127+00:00;P1;388
2024-04-10T20:33:02.254832+00:00;P2;647
2024-04-10T20:33:02.647714+00:00;P3;265
2024-04-10T20:33:03.253276+00:00;P4;158
2024-04-10T20:33:03.610489+00:00;P5;561
2024-04-10T20:33:04.029473+00:00;P6;117
2024-04-10T20:36:01.738134+00:00;P1;389
2024-04-10T20:36:02.142616+00:00;P2;647
2024-04-10T20:36:02.532932+00:00;P3;265
2024-04-10T20:36:02.874433+00:00;P4;158
2024-04-10T20:36:03.197172+00:00;P5;561
2024-04-10T20:36:03.489725+00:00;P6;118
2024-04-10T20:39:02.283961+00:00;P1;390
2024-04-10T20:39:02.734400+00:00;P2;648
2024-04-10T20:39:03.175318+00:00;P3;265
2024-04-10T20:39:03.604108+00:00;P4;159
2024-04-10T20:39:03.932680+00:00;P5;561
2024-04-10T20:39:04.349516+00:00;P6;119
2024-04-10T20:42:02.732133+00:00;P1;389
2024-04-10T20:42:03.174359+00:00;P2;655
2024-04-10T20:42:03.545213+00:00;P3;265
2024-04-10T20:42:03.985762+00:00;P4;161
2024-04-10T20:42:04.355667+00:00;P5;561
2024-04-10T20:42:04.841189+00:00;P6;118
2024-04-10T20:45:02.563223+00:00;P1;389
2024-04-10T20:45:03.045994+00:00;P2;654
2024-04-10T20:45:03.467316+00:00;P3;265
2024-04-10T20:45:03.874217+00:00;P4;162
2024-04-10T20:45:04.211418+00:00;P5;561
2024-04-10T20:45:04.579451+00:00;P6;118
2024-04-10T20:48:02.257414+00:00;P1;389
2024-04-10T20:48:02.604062+00:00;P2;655
2024-04-10T20:48:03.014652+00:00;P3;265
2024-04-10T20:48:03.368754+00:00;P4;162
2024-04-10T20:48:03.664636+00:00;P5;561
2024-04-10T20:48:03.990992+00:00;P6;119
2024-04-10T20:51:01.603409+00:00;P1;388
2024-04-10T20:51:01.973262+00:00;P2;656
2024-04-10T20:51:02.389147+00:00;P3;265
2024-04-10T20:51:02.801133+00:00;P4;163
2024-04-10T20:51:03.138582+00:00;P5;560
2024-04-10T20:51:03.685060+00:00;P6;119
2024-04-10T20:54:02.389577+00:00;P1;392
2024-04-10T20:54:02.735653+00:00;P2;656
2024-04-10T20:54:03.047773+00:00;P3;265
2024-04-10T20:54:03.388019+00:00;P4;163
2024-04-10T20:54:03.727188+00:00;P5;559
2024-04-10T20:54:04.001224+00:00;P6;119
2024-04-10T20:57:01.686344+00:00;P1;393
2024-04-10T20:57:02.120994+00:00;P2;656
2024-04-10T20:57:02.522949+00:00;P3;265
2024-04-10T20:57:02.952658+00:00;P4;163
2024-04-10T20:57:03.312079+00:00;P5;559
2024-04-10T20:57:03.651026+00:00;P6;119
2024-04-10T21:00:02.583192+00:00;P1;393
2024-04-10T21:00:03.056981+00:00;P2;656
2024-04-10T21:00:03.502974+00:00;P3;265
2024-04-10T21:00:03.971455+00:00;P4;163
2024-04-10T21:00:04.352324+00:00;P5;559
2024-04-10T21:00:05.033091+00:00;P6;119
2024-04-10T21:03:02.259201+00:00;P1;394
2024-04-10T21:03:02.644002+00:00;P2;657
2024-04-10T21:03:02.988406+00:00;P3;265
2024-04-10T21:03:03.327691+00:00;P4;164
2024-04-10T21:03:03.652310+00:00;P5;559
2024-04-10T21:03:03.997289+00:00;P6;119
2024-04-10T21:06:01.689080+00:00;P1;394
2024-04-10T21:06:02.235056+00:00;P2;657
2024-04-10T21:06:02.615774+00:00;P3;265
2024-04-10T21:06:02.989121+00:00;P4;165
2024-04-10T21:06:03.334070+00:00;P5;559
2024-04-10T21:06:03.656286+00:00;P6;119
2024-04-10T21:09:02.544751+00:00;P1;396
2024-04-10T21:09:03.177974+00:00;P2;660
2024-04-10T21:09:03.498461+00:00;P3;265
2024-04-10T21:09:03.857064+00:00;P4;165
2024-04-10T21:09:04.207096+00:00;P5;559
2024-04-10T21:09:04.512318+00:00;P6;119
2024-04-10T21:12:02.233829+00:00;P1;396
2024-04-10T21:12:02.632686+00:00;P2;663
2024-04-10T21:12:02.964252+00:00;P3;265
2024-04-10T21:12:03.326112+00:00;P4;167
2024-04-10T21:12:03.676029+00:00;P5;559
2024-04-10T21:12:04.046215+00:00;P6;119
2024-04-10T21:15:01.915322+00:00;P1;398
2024-04-10T21:15:02.357483+00:00;P2;663
2024-04-10T21:15:02.784994+00:00;P3;265
2024-04-10T21:15:03.192377+00:00;P4;167
2024-04-10T21:15:03.591159+00:00;P5;559
2024-04-10T21:15:04.114215+00:00;P6;119
2024-04-10T21:18:01.811241+00:00;P1;397
2024-04-10T21:18:02.210928+00:00;P2;664
2024-04-10T21:18:02.573559+00:00;P3;265
2024-04-10T21:18:02.922124+00:00;P4;167
2024-04-10T21:18:03.338096+00:00;P5;559
2024-04-10T21:18:03.626430+00:00;P6;119
2024-04-10T21:21:01.827466+00:00;P1;396
2024-04-10T21:21:02.384640+00:00;P2;664
2024-04-10T21:21:03.234206+00:00;P3;265
2024-04-10T21:21:03.747796+00:00;P4;168
2024-04-10T21:21:04.382200+00:00;P5;559
2024-04-10T21:21:04.763094+00:00;P6;119
2024-04-10T21:24:02.497708+00:00;P1;397
2024-04-10T21:24:02.847138+00:00;P2;664
2024-04-10T21:24:03.286849+00:00;P3;265
2024-04-10T21:24:03.657522+00:00;P4;169
2024-04-10T21:24:04.111398+00:00;P5;560
2024-04-10T21:24:04.504828+00:00;P6;119
2024-04-10T21:27:02.221532+00:00;P1;397
2024-04-10T21:27:02.622228+00:00;P2;664
2024-04-10T21:27:02.980443+00:00;P3;265
2024-04-10T21:27:03.376948+00:00;P4;169
2024-04-10T21:27:03.716209+00:00;P5;560
2024-04-10T21:27:04.024526+00:00;P6;120
2024-04-10T21:30:01.801564+00:00;P1;398
2024-04-10T21:30:02.372832+00:00;P2;664
2024-04-10T21:30:03.268804+00:00;P3;265
2024-04-10T21:30:04.102488+00:00;P4;171
2024-04-10T21:30:04.632793+00:00;P5;560
2024-04-10T21:30:05.005097+00:00;P6;120
2024-04-10T21:33:01.686781+00:00;P1;399
2024-04-10T21:33:02.075438+00:00;P2;664
2024-04-10T21:33:02.437671+00:00;P3;265
2024-04-10T21:33:02.819037+00:00;P4;172
2024-04-10T21:33:03.376191+00:00;P5;560
2024-04-10T21:33:03.825307+00:00;P6;120
2024-04-10T21:36:02.499098+00:00;P1;399
2024-04-10T21:36:02.904158+00:00;P2;664
2024-04-10T21:36:03.264523+00:00;P3;265
2024-04-10T21:36:03.609917+00:00;P4;172
2024-04-10T21:36:04.011185+00:00;P5;560
2024-04-10T21:36:04.283338+00:00;P6;119
2024-04-10T21:39:01.969333+00:00;P1;399
2024-04-10T21:39:02.400333+00:00;P2;664
2024-04-10T21:39:02.777453+00:00;P3;265
2024-04-10T21:39:03.166976+00:00;P4;172
2024-04-10T21:39:03.541525+00:00;P5;560
2024-04-10T21:39:03.850329+00:00;P6;119
2024-04-10T21:42:01.726400+00:00;P1;401
2024-04-10T21:42:02.182670+00:00;P2;665
2024-04-10T21:42:02.583301+00:00;P3;265
2024-04-10T21:42:02.898896+00:00;P4;173
2024-04-10T21:42:03.201329+00:00;P5;560
2024-04-10T21:42:03.532712+00:00;P6;119
2024-04-10T21:45:02.652722+00:00;P1;402
2024-04-10T21:45:03.203553+00:00;P2;665
2024-04-10T21:45:03.596266+00:00;P3;265
2024-04-10T21:45:04.261784+00:00;P4;173
2024-04-10T21:45:05.292248+00:00;P5;560
2024-04-10T21:45:05.775085+00:00;P6;119
2024-04-10T21:48:02.391765+00:00;P1;405
2024-04-10T21:48:02.797218+00:00;P2;665
2024-04-10T21:48:03.156643+00:00;P3;265
2024-04-10T21:48:03.512348+00:00;P4;173
2024-04-10T21:48:03.803440+00:00;P5;560
2024-04-10T21:48:04.078628+00:00;P6;119
2024-04-10T21:51:01.797983+00:00;P1;408
2024-04-10T21:51:02.218924+00:00;P2;665
2024-04-10T21:51:02.641300+00:00;P3;265
2024-04-10T21:51:02.968027+00:00;P4;173
2024-04-10T21:51:03.294316+00:00;P5;561
2024-04-10T21:51:03.641746+00:00;P6;119
2024-04-10T21:54:02.360408+00:00;P1;409
2024-04-10T21:54:02.721629+00:00;P2;665
2024-04-10T21:54:03.130532+00:00;P3;265
2024-04-10T21:54:03.522273+00:00;P4;173
2024-04-10T21:54:03.901562+00:00;P5;561
2024-04-10T21:54:04.231132+00:00;P6;119
2024-04-10T21:57:01.946618+00:00;P1;412
2024-04-10T21:57:02.339514+00:00;P2;666
2024-04-10T21:57:02.697592+00:00;P3;265
2024-04-10T21:57:03.101410+00:00;P4;173
2024-04-10T21:57:03.457860+00:00;P5;561
2024-04-10T21:57:03.808516+00:00;P6;119
2024-04-10T22:00:03.371993+00:00;P1;413
2024-04-10T22:00:04.047745+00:00;P2;667
